reviewer_name,reviewer_rating,reviewer_date,language,reviewer_review,reviewer_ContributorLevel,reviewer_HelpfulVotes,SentimentScore,KeyPhrases
tennfan07,ui_bubble_rating bubble_50,Date of experience: December 2018,en,"Our first visit to the Neuschwanstein Castle we eventful. We drove to the parking lot, gave them 6 euro to park, then since we already prepurchased our tickets, we decided to walk up (about a mile) to the castle. You could ride a horse drawn carriage or wait an hour an a half for a bus ride up, but we walked. Great exercise. The castle was under some renovation, but we got the tour and learned a lot about an excentric King Ludwig II.
He only lived in the castle 172 days, but you will have to take the tour to find out what happened to him. Great excursion day with wonderful pictures.",Level 4 Contributor,3 Helpful votes,0.7748807669,"Neuschwanstein Castle, tour, parking lot, Great exercise, bus ride, Great excursion day, hour, wonderful pictures, euro, half, excentric King Ludwig, visit, horse, carriage, renovation, mile, days, tickets"
izzylondoner,ui_bubble_rating bubble_40,Date of experience: December 2018,en,"Easy to get to from Munich (we used the Bayern ticket - cheap and easy). Check the train times for the journey back when you arrive at Fussen station (especially whether it’s a direct train or need to change.. its not too problematic changing and doesn’t add much time though).
We went in December and I was worried that because of the shorter opening hours, we wouldn’t be able to visit both castles in time (because we had to get the 2hr15min train). We would have easily had enough time.
Also, getting the horse and carriage up wasn’t worth it (especially if you’re sat at the carriage at the back). Try to kid myself it was worth the novelty of it because we’d pay €7pp... it wasn’t.",Level 2 Contributor,1 Helpful vote,0.1315874457,"direct train, train times, 2hr15min train, carriage, shorter opening hours, Bayern ticket - cheap, Munich, journey, Fussen station, problematic changing, castles, horse, novelty"
Carolina Q,ui_bubble_rating bubble_50,Date of experience: December 2018,en,"Aweson. This tours was amazing the castle was beautiful. But you have to be preaper for walk, It's a long distance. Dani was an excelente guide.",Level 2 Contributor,1 Helpful vote,0.9027936459,"walk, long distance, tours, castle, Dani, excelente guide, preaper, Aweson"
babyn1nja,ui_bubble_rating bubble_50,Date of experience: August 2018,en,"Very beautiful place to hike. There is a bike trail that you can also walk along if you like a steep challenging trail. It took us a good 30 min to get to the bridge but it was worth it. Beautiful and not as scary as I thought it would be. The bridge is super strong and doesn’t sway. For those of you scared of heights. But even for someone like me who is afraid, I went across the bridge and climbed even higher along the side of the mountain. You can get some spectacular pictures from there. We also climbed down until we reached the river that runs underneath the bridge. Overall just a fun place to explore. The lake was crystal clear and is worth walking to as well. They also have horse drawn carriages if you don’t feel like waking. But I didn’t like waiting. We spent about 4 hours just exploring the outside of the castle we didn’t have time to go inside. Will go back probably in the winter since I saw it during the summer.",Level 3 Contributor,1 Helpful vote,0.7730811834,"bridge, beautiful place, bike trail, fun place, steep challenging trail, lake, crystal clear, outside, castle, spectacular pictures, horse, carriages, hours, time, mountain, river, winter, summer, heights"
Eagle525,ui_bubble_rating bubble_30,Date of experience: September 2018,en,"Visiting Neuschwanstein ( NS) Castle has been on To Do List forever ... finally in Sept 2019, I satisfied TDL. We contracted for a private tour of the area of which the castle was one of the stops.
Here is what you need to know when you get there:
You will arrive at Schwangau at the foot of the Mountain on which Neuschwanstein is located. It will be your Jumping off place to go to the castle . You can take the bus or horse drawn carriage ride up to the general area of the castle ( or you can walk up hill) ... depending on your time line ... I recommend the bus up and a walk down or the carriage ride down. Remember, you are on a mountain, and a rugged one at that. When you get off the bus at castle level, go directly to ""The Bridge"". Signs will guide your there and it is a short up hill walk. The Bridge will yield the best photo ops and it may have been built there precisely for the photo ops ... The bridge can often be crowded so best to get this stop of your visitation list early. After bridge photos, walk to the castle, mostly down hill, on paved walkways. Take in the great scenery and photo ops.
Now for the Internal Castle tour: We have seen recommendations against taking the tour and sorry we did not take that advice. Here is why we too are recommending against it: Circular stairs up, up and up; then down, down and some more down. In all we walked the equivalent of 12 flights that day and most all within the castle. We did not see anything there that couldn’t be seen in other castles. So , “If you have seen one … “you have seen them all”, which certainly applies to NS.
The castle tour itself is another reason to avoid the tour. It is possible we just had a bad experience but given the “tourist restrictions” placed upon us it dampened the experience. Here are the restrictions placed on tourists ..."" No photos, Do not touch anything, No leaning on the walls”. And, “Stay with the group”. Now, add a fairly large tour group that easily fills up each castle room visited and you wont be able to take pictures, lean on anything or even touch the walls unless you are pushed into one. Seeing details or taking photos (if they were allowed) was impossible for the crowded groups that toured that day.
Our guide was another negative ... I suspect she has given to many tours and burned out because she had absolutely no sense of humor or semblance of ‘tour guide enthusiasm”. The tour took about 30-45 minutes at best and no dwelling allowed in any part of the castle ... “you will stay with your tour group (period)”.
Now, there were two exceptions to photographs 1) was from the castle porch, 2) the castle kitchen on the way out without our guide.
On your way out there is a video that profiles the construction and development of the castle … it is worth seeing should you take the tour.
As you exit you will pass thru the souvenir shop … save your money and visit shops in Schwangau … you will get more for your money and possibly better selections.
As we finished our tour my wife asked me what I thought of the tour. I said the fist thing that came to mind;"" it reminded me of that hamburger place"" . She says: “What do you mean by that hamburger place?” You know ... the US fast food restaurant called ""IN and OUT Burgers .... where "" IN and OUT"" are the operative words that apply to our tour. That comment remains my best recollection of our castle interior tour. There is one exception and that is the photos taken from the castle porch ... a few great photos and beautiful scenery from the porch balcony
So, folks here is my take on the New Schwasstein Castle ... go to it, walk the grounds. Enjoy and photograph the exterior and save your entrance fees unless you simply have to see another castle interior. Take the carriage ride down to the small city or walk down the hill ( it is an EZ walk down hill) . Tour the some of the shops and spend some of the saved entrance fee money on an ice cream cone or what ever else suits your fancy. Make the best of what that town offers, for it too is quite beautiful and charming. Or, don't take our and others advice and form you own opinion on the castle tour. Happy Travels to you.",Level 6 Contributor,33 Helpful votes,0.8824114203,"castle interior tour, Internal Castle tour, castle porch, castle room, castle kitchen, castle level, private tour, New Schwasstein Castle, tour guide enthusiasm, large tour group, hill walk, bridge photos, best photo ops, great photos, best recollection, carriage ride, bus, hamburger place, great scenery, beautiful scenery, porch balcony, day, Mountain, Schwangau, Neuschwanstein, shops, advice, walls, saved entrance fee money, entrance fees, general area, bad experience, tourist restrictions, crowded groups, visitation list, US fast food restaurant, ice cream cone, semblance, wont, small city, recommendations, video, sense of humor, foot, construction, development, minutes, opinion, reason, time line, fist thing, mind, pictures, equivalent, flights, souvenir shop, better selections, paved walkways, dwelling, comment, operative words, horse, tourists, EZ, period, Circular stairs, Happy Travels, Burgers, leaning, Jumping, town, details, wife, stops, TDL, Signs, castles, tours, exceptions, folks, grounds, fancy"
angad2102,ui_bubble_rating bubble_50,Date of experience: January 2018,en,Fairytale-like experience. It would be much better if you reserve tickets online and dont depend on getting tickets on site.,Level 6 Contributor,36 Helpful votes,0.8047847152,"tickets, dont, site, Fairytale, experience"
chunk2016,ui_bubble_rating bubble_50,Date of experience: December 2018,en,"Visited this place in Dec, with my elderly parents and younger brother.
Joined the Grayline tour, departing from Karlstadt, Bahnhofplatz at 830am. Be very punctual as the bus leaves on the dot.
We arrived at Hohenschwangau around 1pm. Collected our tickets and went ahead ourselves to the castle.
I suggest to take the shuttle bus, €2.5/pax for those with elderly and kids. The bus station is easily seen and located as you will have a wonderful view of Hohenschwangau Castle right in front of you. The shuttle bus comes every 20 min or less. So, enjoy your view of the castle King Ludwig II spent his time with his grandfather, King Ludwig I. Both of them had the same birthday, Aug 25, the same day the French celebrated their Feast Day Saint Louis IX of France, patron saint of Bavaria.
If you want to walk up, you will take about 20-30 min walk from the junction of Hotel Mueller. Caution of steep slopes and slippery tarred roads. You may also take a horse cart up/down at a flat fee of €6-€7.
The bus ride up will take less than 10 min. After alighting from the bus, walk to the left heading to the Marien Bridge where you would be seeing the castle from a distance. This is the PERFECT place to picture the fairytale castle. Imagine Belle from the Sleeping Beauty looking afar from this bridge. She will be looking at the same spot as you are.
It was snowing when we were there on the bridge. It was freezing and the snow was wet. It didn’t, however stopped us from enjoying the view. Took my companion, Ele a little elephant, for a fairytale shot.
Walk back to the same place where you alighted from the shuttle bus. Take the left turn and walk for 15 min. You will reach the base of the castle and wait for your Group No and Time. Be very careful, DO NOT MISS your time, even by a minute. The attendant will deny your entry as you will be joining a guided group. You will need another ticket, if you are lucky to enter the castle. The entrance fee is around €25/pax.
You will be receiving a audio stick that you will be using for your trip inside the castle. Note that phones and cameras ARE STRICTLY NOT ALLOWED. There will be at least 2 attendants following your group. So be careful.
You will pass by a few rooms, corridors and chambers. Enjoy the murals, furniture and view outside the castle. Amazing view over the plains and Alps.
Lastly, on your way out of the castle. You may need 20-30 min walk down the slope (you may have walked up earlier) and enjoy some food down there.",Level 4 Contributor,8 Helpful votes,0.5,"fairytale castle, shuttle bus, castle King Ludwig, wonderful view of Hohenschwangau Castle, bus leaves, bus station, bus ride, time, Amazing view, pax, Marien Bridge, PERFECT place, guided group, Feast Day Saint Louis, elderly parents, left heading, left turn, flat fee, entrance fee, patron saint of Bavaria, France, French, slippery tarred roads, Caution of steep slopes, little elephant, Karlstadt, companion, younger brother, Sleeping Beauty, plains, Alps, grandfather, furniture, Grayline tour, junction of Hotel Mueller, rooms, corridors, chambers, Bahnhofplatz, Belle, kids, murals, dot, horse cart, snow, entry, audio stick, phones, cameras, attendants, minute, distance, base, trip, way, tickets, spot, food, birthday"
Cezara M,ui_bubble_rating bubble_50,Date of experience: December 2018,en,"Loved the tour- short, a lot of things to see and fall in love with. The first place I would love and look forward to see in each season. A highlight for this was our tour guide, Julia - nice english accent, humour and voice, excellent attitude. Would recommend for a solo, couple or group trip, definitely resonates on a personal note. The hike back to the village was also a plus for the site",Level 1 Contributor,4 Helpful votes,0.9508501291,"love, tour guide, tour- short, humour, Julia - nice english accent, voice, group trip, excellent attitude, solo, couple, lot of things, village, plus, highlight, personal note, hike, site"
jojopeng,ui_bubble_rating bubble_50,Date of experience: November 2018,en,"Female solo traveller. Stayed 2 nights in Fussen. Went to the castle area for 2 continuous days on 29&30 Nov. Took the DB train from Munich Hbf to Fussen, my guesthouse in Fussen gave me a ""Fussen card"" where I can take unlimited bus rides within my stay. Also with this card, u can get a discount when u purchase the tickets to the castle. Small savings but better than nothing
3 months before arrival: book the castle tickets via the main website. I choose my preferred morning time but end up getting a later time on 30 Nov. The confirmation email will take many weeks to arrive . So please don't be panicky like me...
29 Nov: I arrived at around 2pm at Fussen and sun sets at 4.30pm. after checking in to my guesthouse, I immediately went to take the 3pm bus 73 or 78 both will get u there. The place to board the bus is right outside the train station where I arrived by DB train. You won't missed it. The weather forecast says 29 Nov is a sunny day and 30nov it will rain. So I thought since it's a good weather today , I'll just take a few photos of the exterior of the castles and the next day I will just focus to join the tour to see the interiors will do. Going up to the castles is free. If u want to enter the castle and see the interiors , u will have to get the tickets from the ticket center near the bus stop area at Hohenschwangua. It was really cold and not many ppl around when I arrived. Think most tourists usually comes in the morning or early afternoon. The walk up to neuschwanstein castle was awesome. Most forest area is covered with snow. I took some quick shots and not long after , the sun sets and it starts to get dark.
30 nov.: My official day to visit both castles and I have to collect my tickets before 10.10am even though my first castle tour starts 11.30am, the neuschwanstein castle starts 1.30pm. I arrived at the ticket center at 9am, hoping to get an earlier slot but too bad, no luck . I can't change the timing. Even though this is not the peak season to visit, there is still a big crowd. I can't imagined when it's summer . As I still got 2 hours to spare , I went to the Lake right beside Hohenschwangua castle and museum for a walk.I'm glad I'm early ! It's a gem ! Such a peaceful and beautiful lake. It was early and not many ppl and tour group would go there. I loved the walk! So peaceful so serene. If u have time to spare, please do visit the lake and have a walk. Spot the ducks and swans families that lives there ! After the walk, I went up to Hohenschwangua castle and neuschwanstein castle to take the guided tours to the interiors. It's so beautiful inside ! Personally I prefer the Hohenschwangua castle tour than the neuschwanstein castle tour as the group is smaller, the guide did not rush to finish the explanations in Hohenschwangua castle. Each of us have time to view the pieces in detail. As for Neuschwanstein castle tour, I guess it's the main attraction and the main reason tourists came here for. So each group is much bigger and were given an audio machine. A German friend told me if I want to admire the rooms a little longer, just be at the back of my group or even quietly join the next group which are right behind. Still, although not many rooms are completed and open for viewing, I think it's still worth a visit to experience and feel how a lavish lifestyle the king has when he's alive and with money. And, the lake is where he so called ""committed suicide"" . The weather was unexpectedly good and the sun is out which melts most of the snow that I saw yesterday evening. And buses , horse carriages and the Mary bridge are all in operations! How lucky!
All in all, it's worth coming here for a visit. There's no need to book a tour. It's easy to come here from Munich by taking the DB train to Fussen then take a 10 mins bus from Fussen bus station to Hohenschwangua where the castles are. The only thing to note is that u need to book your castle tours in advance is a MUST even during off peak seasons. They will need your credit card details to secure the booking. Actual payment will be made when u collect the tickets. If you have Fussen card, tickets is discounted. Just show the card when u collect the tickets.
I feel a day trip from could be quite a rush. Advisable to stay overnight at Fussen is possible to fully enjoy the castles.
Enjoy!",Level 5 Contributor,44 Helpful votes,0.5,"castle tickets, Hohenschwangua castle tour, castle area, neuschwanstein castle tour, castle tours, Fussen card, tour group, Fussen bus station, castles, walk, visit, pm bus, mins bus, DB train, bus stop area, train station, interiors, beautiful lake, need, unlimited bus rides, later time, sunny day, day trip, official day, good weather, credit card details, preferred morning time, main attraction, main website, main reason tourists, forest area, ticket center, snow, ppl, guesthouse, rooms, stay, early afternoon, weather forecast, rush, Munich Hbf, guided tours, peak seasons, museum, Mary bridge, horse carriages, discount, confirmation email, buses, booking, continuous days, arrival, earlier slot, lavish lifestyle, Female solo traveller, Small savings, ducks, swans families, audio machine, luck, weeks, operations, viewing, photos, exterior, Actual payment, months, advance, explanations, quick shots, big crowd, German friend, committed suicide, money, melts, evening, pieces, place, thing, nights, timing, summer, hours, gem"
HolidaymakerfromHove,ui_bubble_rating bubble_50,Date of experience: November 2018,en,"Visited the castle in a day trip from Munich at the end of November. Booked through get your guide. Took 2 hours on a coach to get there.
The castle is absolutely beautiful. We thoroughly enjoyed our time here. It’s a bit of a hike up the hill from the main town but our guide broke the walk up by stopping several times to tell us about the history of the castle. We had timed entry in to the castle. The tour took just over 30 mins and although others don’t I would recommend it. After visiting inside our time was our own so we ventured to the bridge where you get fantastic views of the castle from a distance. We then walked back down the hill to visit the lake (5 mins left from the bottom of the hill). This was stunning too.
You can look at the castle from the outside for free. Entrance inside cost €13 each.
The bridge is approx 15 mins walk from the main castle.
So glad we did this trip.",Level 6 Contributor,36 Helpful votes,0.8285260201,"main castle, mins, hill, bridge, walk, guide, main town, day trip, Munich, fantastic views, end, approx, times, history, timed entry, outside, distance, hike, lake, hours, coach, Entrance, cost, tour"
Robert L,ui_bubble_rating bubble_40,Date of experience: November 2018,en,"The castle is an interesting experience, but not a must see. Getting the tickets in advance is a must, but you need to allow yourself time to get to the castle by either foot or horse drawn carriage (7 euros). Then, you need to be exacting with the time you enter the gates at the top of the hill or you will have to get your ticket reissued. The castle itself is nice, but not something that you must get to see. The views of the exterior (free via hiking around) of the castle outweigh the interior.",Level 6 Contributor,15 Helpful votes,0.8599712849,"castle, time, horse, exterior, carriage, hiking, foot, views, euros, gates, interesting experience, tickets, advance, hill, interior"
FormerExpat2014,ui_bubble_rating bubble_40,Date of experience: November 2018,en,"Easy to see how this castle could have been the inspiration for the Disney castle in Florida. Easy 30-minute walk up the hill from the base which provides the picture takers a few extra shots. At the top, easy hike back to the foot bridge which provides more photo ops. Our tour included only a few room which is typical. If in the area, would recommend but buy your tickets in advance if possible.",Level 6 Contributor,49 Helpful votes,0.9587115645,"easy hike, Disney castle, foot bridge, picture takers, base, inspiration, minute walk, extra shots, hill, photo ops, Florida, room, tickets, advance, tour, area"
akiran222,ui_bubble_rating bubble_50,Date of experience: December 2018,en,"Castle Neuschwanstein is the fairytale castle of King Ludwig II of Bavaria. It is a must see if you visit Bavaria.
You feel enchanted and taken back centuries when you stand in front of it or even better visit it . The opening times in summer are until 18h and in winter until 16h.
You can walk up the hill (aprox 25 min ) to the castle or take a romantic horse carriage ride at 7 EUR/person.",Level 4 Contributor,9 Helpful votes,0.7286378741,"Castle Neuschwanstein, Bavaria, fairytale castle of King Ludwig, romantic horse carriage ride, EUR, summer, person, opening times, aprox, hill, winter"
TRULY_INDIAN,ui_bubble_rating bubble_50,Date of experience: December 2018,en,Go early . Take the shuttle on the way up provided you are on time. Would strongly advise to visit during off season when you can really enjoy the beauty surrounding the castle. I went in December 1st week when it was a bit cloudy . The view was ravishing. There are two viewing spots . Take a good guide along with you for best satisfaction.,Level 4 Contributor,38 Helpful votes,0.8930056095,"good guide, best satisfaction, way, beauty, castle, week, ravishing, viewing spots, shuttle, time, season"
2Travel4Explore,ui_bubble_rating bubble_40,Date of experience: December 2018,en,"So you must see this - it’s fairytale perfect, incredible setting, truly fairytale quality inside and out.
BUT - the tour is only 25 minutes inside, and is very ‘herded’. Groups are large, there are lots of stairs, you can take no pictures and you only see a handful of rooms.
If you can be aware of all of that before you go in to manage your expectations then you will have a great day. However, the slime is very steep and if you do take the horse and a carriage expect rude service and to be squashed in so they can make more money. I wish I spoke better German so I could have told the driver that his customer service was atrocious! But I didn’t let this spoil my day ;)",Level 5 Contributor,25 Helpful votes,0.124714613,"fairytale perfect, fairytale quality, rude service, customer service, great day, incredible setting, horse, carriage, driver, stairs, pictures, handful of rooms, slime, tour, minutes, Groups, expectations, money"
Jessi J,ui_bubble_rating bubble_30,Date of experience: November 2018,en,"The castle is very intricate and worth a visit if you can get there. However, the 3-hour train ride (one-way) and guide for a short walking tour around the small village is not worth it for the 35-minute, scripted tour you get of the castle inside. This was a very expensive trek to have a guide for, and I did not see the benefit of it.
I recommend stopping at other things along the way to the castle to make this worth it.",Level 2 Contributor,1 Helpful vote,0.186784178,"castle, worth, guide, scripted tour, short walking tour, small village, hour train ride, minute, expensive trek, things, way, visit, benefit"
brugnolc,ui_bubble_rating bubble_30,Date of experience: December 2018,en,"We went with an organised trip, therefore our guide had booked tickets with a timed entrance and audioguides.
The walk up to the castle is not that long, less than 20minutes if you are a good walker. Luckily there was neither snow or ice, or it would have been more demanding.
The castle itself is truly striking, and if I was rating only that I’d give five stars because it really looks like a fairy-tale castle. And I might add that it’s a pity that they do not allow to take pictures inside, but I can understand it.
What I cannot understand (and this is why I’m giving only three stars) is why they time groups to enter every five minutes. And the groups are far too big for many of the rooms you are allowed to visit, which means you will get to see little to none of said rooms. The rooms are beautiful and full of details that you will surely miss since, in addition to being crowded, you are rushed from one room to the next, and the next, and so forth having little to none time from the ending of the registered audio and your having to move on. It is truly a pity.
(I took the picture added to this review from the Marienbrücke, the bridge that stands behind the castle. It’s a ten minute walk, and it is truly worth it)",Level 4 Contributor,6 Helpful votes,0.2263761759,"rooms, fairy-tale castle, time groups, minutes, stars, pity, minute walk, tickets, timed entrance, review, audioguides, ending, bridge, registered audio, organised trip, Marienbrücke, good walker, details, snow, ice, pictures, addition"
AnnaDiomena,ui_bubble_rating bubble_40,Date of experience: January 2018,en,"The castle itself was stunning and beautiful, as well as the nearby Hohenschwangau. The carriages with the horses were also great. But the guided tour was horrible and non professional - our group booked a guide in english, but we got the one in german (most of the group didn't know german), and the guide, Mr Bunte, was so unpolite and rude, and did not want to speak in english, he rushed through every room and did not answer any of our questions. I think the management of the castle should rethink the policy of the provided guided tours and the quality of the offer and staff, because some people come to see this place once in a lifetime.",Level 1 Contributor,,0.1782011688,"group, castle, german, provided guided tours, quality, offer, policy, Mr Bunte, people, unpolite, staff, carriages, horses, place, nearby Hohenschwangau, lifetime, room, management, questions"
kalemontenegro,ui_bubble_rating bubble_50,Date of experience: November 2018,en,"This is definitely a visit that will take most of your day. You can take advantage of the other castle in the area so that your time is well spent. There are bus tours from Münich, but we found it easier and cheaper to just drive there. This castle has a fantastic historic background and is an excellent opportunity to lear more about Ludwig II.",Level 3 Contributor,2 Helpful votes,0.9723069072,"castle, excellent opportunity, fantastic historic background, Münich, lear, Ludwig, bus tours, area, time, advantage, visit, day"
sk009,ui_bubble_rating bubble_30,Date of experience: November 2018,en,"The day I went to visit the castle was very cloudy and misty. I could not see even the silhouette from the bridge. I took a guided tour to go inside of the castle. Frankly there is nothing very exciting. Honestly, many reviews and travel reports regarded this castle as Europe's most beautiful castle, in my opinion, is over-rated.
The train journey from Munich Hbf to Fussen is also boring. almost nothing at all except some farm lands and small towns.",Level 6 Contributor,25 Helpful votes,0.1171081662,"beautiful castle, ""Europes"", train journey, Munich Hbf, Fussen, opinion, travel reports, farm lands, small towns, reviews, guided tour, silhouette, bridge, day"
Monique140968,ui_bubble_rating bubble_20,Date of experience: November 2018,en,"I was SO disappointed seeing the castle today!
Firstly no buses were running and the viewing bridge was closed for maintenance (even though somehow people were getting on there as you could see them!) so you couldn’t get a good view of the castle at all.
The view of the castle from the viewing platform was just covered in scaffolding as restoration work is being carried out (see photos). I was completely underwhelmed.
The tour takes you round a number of rooms, I think about 8 or so rooms and although someone is walking round with you, all they are doing is turning on your audio guide. I don’t think I would have gone had I known about all the above!",Level 6 Contributor,186 Helpful votes,0.0543792248,"castle, viewing bridge, viewing platform, good view, number of rooms, scaffolding, maintenance, restoration work, buses, audio guide, tour, people, photos"
Iliana N,ui_bubble_rating bubble_10,Date of experience: November 2018,en,"I can’t even explain how disappointed I am with this experience. I travelled through half the world with my family and friends to visit Neuschwanstein. The guy who sold us the tickets didn’t even speak English, but finally we managed to get along and buy nine tickets at 11:30 for the group that was going to visit the castle at 13:20. The guy didn’t tell us that we had to go there at the moment and that there are about 800m from the bus stop to the castle, so we sat in the cafeteria because it was very cold and waited for the bus at 12:45. The driver closed the door in front of us. We begged him to let us get in but he rejected, so we had to wait for the next bus, the one at 13:05. Luckily, we caught the bus, but it was late because of the traffic light (a car had entered in the narrow area of the road). Finally, we arrived to the castle at 13:27 and we couldn’t get in. I tried to complain but no one took me seriously. Most of the people working there don’t even speak English! that’s not how tourists should be treated! Moreover, I sent them an Email, complaining about what had happened... but I still haven’t heard anything ...",Level 6 Contributor,186 Helpful votes,0.1199054718,"disappointed I, castle, bus stop, English, tickets, guy, car, family, friends, narrow area, traffic light, world, Neuschwanstein, road, experience, driver, door, cafeteria, people, group, moment, tourists, Email"
944catiaf,ui_bubble_rating bubble_50,Date of experience: November 2018,en,Even on a rainy day the views were breathtaking! Parking for 6 euros all day. Walk uphill to get to the castle with great views.,Level 5 Contributor,10 Helpful votes,0.5,"rainy day, great views, euros, castle, Parking"
Jordon H,ui_bubble_rating bubble_40,Date of experience: September 2018,en,"Beautiful castle, especially the master bedroom with the intricately carved bed. This castle was not finished when King Ludwig II was alive. A lot of the castle is being updated and restored. Worth the look, but since the majority of the castle is not finished it is not truly amazing. A bit of a trek to get to the actual castle. The options include a horse carriage, a bus or walking. We took a bus up and walked down. Would not recommend walking up. Do keep in mind that you must purchase tickets down in the town and CANNOT purchase tickets at the castle. Make sure to be there well before your start time, otherwise if you are late you are out of luck.",Level 4 Contributor,12 Helpful votes,0.7795536518,"Beautiful castle, actual castle, tickets, bus, walking, master bedroom, horse carriage, carved bed, King Ludwig, options, town, majority, trek, start time, look, mind, lot, luck"
463scotth,ui_bubble_rating bubble_50,Date of experience: May 2018,en,"This has always been my wife’s favourite castle, it did not disappoint! We were on our honeymoon and this happened to be the 13th anniversary of our first date.",Level 2 Contributor,8 Photos,0.7329244018,"wife’s favourite castle, date, anniversary, honeymoon"
Franco_Reviewer,ui_bubble_rating bubble_50,Date of experience: November 2018,en,Must see in Bavaria however not sure if it's worth paying the entrance ticket as you are only shown 4 rooms in 15 minutes. You can reach the door of the Castle without paying a cent and take beautiful pictures from there. Be careful of the weather and take photos as soon as you have a clear sky. Apparently from the bridge and near the bus stops are the best points.,Level 6 Contributor,100 Helpful votes,0.8444992304,"bus stops, cent, best points, entrance ticket, Castle, weather, photos, beautiful pictures, Bavaria, bridge, clear sky, rooms, minutes, door"
Clarence_Beeks,ui_bubble_rating bubble_50,Date of experience: November 2018,en,"Visited on a Friday. Walked up the hill free of charge. The horse drawn carriage looked slow, overpriced, and no terribly enjoyable for the horses. He shuttle bus was much cheaper but I we opted to walk to enjoy the scenery and fresh air. Our reserved tour time/ticket was arranged by our tour guide service, and the entry times are strictly regulated. I will say that they let too many visitors in each group; in many of of the rooms the entire group was unable to fit into the room. The tour is narrated by handheld audio speaker visitors hold to one ear, in the language of their choice - well done! There are gift shops and a small cafe inside the cafe after the tour ends. However, the cafe only accepts cash. We walked down the hill after the tour which was also pleasant. If one has the time while visiting Munich or the other nearby metropolitan areas, this is a must-see attraction.",Level 6 Contributor,65 Helpful votes,0.7816156149,"tour ends, reserved tour time, tour guide service, small cafe, entire group, hill free of charge, handheld audio speaker visitors, ticket, nearby metropolitan areas, Munich, entry times, carriage, rooms, gift shops, must-see attraction, scenery, fresh air, language, bus, horses, choice, cash"
cecil s,ui_bubble_rating bubble_50,Date of experience: October 2018,en,"We recently took the English speaking full day tour, operated by Gray Line Sightseeing Munich and found the experience to be excellent. Our English speaking guide Lucy was great and her knowledge and humour throughout the day was first rate. It was a reasonably early start to the day and a late finish but it was worth it. We had a great day and found the castles fascinating.",Level 3 Contributor,6 Helpful votes,0.9568173885,"great day, day tour, English speaking guide Lucy, Gray Line Sightseeing Munich, knowledge, experience, humour, late finish, reasonably early start, castles fascinating, rate"
Natalia B,ui_bubble_rating bubble_20,Date of experience: November 2018,en,"We visited this castle today which was organized by Radius Tours. I have nothing but great things to say about Radius; the guide was superb. However, the guide could not take us into the castle interior; only a castle guide can escort you. That was where the disappointment set in. You only have a 4 minute window to scan your entry ticket, backpacks cannot be worn on your back, only the front, and NO PHOTOGRAPHY ALLOWED. Which wasn't a big deal, since you are only allowed to see 4 rooms total, and the tour was parsed down to 25 minutes. Lots of scaffolding and roped off areas; I felt we only saw about 10% of the total interior. I learned more about Ludwig from the radius guide on the bus than from the castle staff. Overall, the castle entrance fee was a waste of money. The town below the castle was charming but a bit of a trap, and if you go during the winter, the bridge near the castle is closed and the town itself rolls up the sidewalks around 3-3:30pm (hotels and restaurants closed to the public). Public toilets cost a half euro. If you've ever been to biltmore mansion in Asheville, NC, that is a far better tour than the Neuschwanstein castle.",Level 3 Contributor,4 Helpful votes,0.1823726892,"castle guide, castle interior, Neuschwanstein castle, castle staff, radius guide, castle entrance fee, Radius Tours, town, total interior, better tour, Public toilets, rooms total, entry ticket, bus, waste of money, biltmore mansion, Asheville, minute window, hotels, restaurants, half euro, backpacks, great things, winter, bridge, Ludwig, big deal, scaffolding, areas, trap, sidewalks, minutes, disappointment, PHOTOGRAPHY"
John S,ui_bubble_rating bubble_40,Date of experience: November 2018,en,"Reserve your tickets on-line ahead of time. The days we tried to get were sold out but the ticket center did not communicate that to us. We just tried different dates and then we got confirmation via email.
Location of ticket center - it's right between the two castles and a very short walk to the yellow castle. You also walk to Neuschwanstein, but it's a little ways up a hill...about 20 minute walk from the ticket center.
Bridge trail. Definitely worth doing, but they put up barriers and close the area for the snow. There is no guard though, and we (along with many other tourists) still went up to the bridge, but the trail was not maintained for the winter and slippery, which is why it was closed.
Parking. It seemed as though everywhere in town was about 6 euros per day. I didn't see much way around that...all the lots were the same. Maybe you could park outside of town and walk in if you really wanted to avoid parking fees.
Toilets in town were pay toilets...what the heck is that?! But there were restrooms at both castles that were free.
The ""King's"" Ticket gets you access to both castles for 25 euros per ticket.",Level 6 Contributor,70 Helpful votes,0.5,"castles, Location of ticket center, town, short walk, minute walk, Toilets, euros, Bridge trail, parking fees, hill, confirmation, little ways, yellow castle, area, different dates, Neuschwanstein, winter, restrooms, tickets, time, lots, barriers, snow, email, heck, ""Kings"", days, guard, tourists"
kcbarbie,ui_bubble_rating bubble_50,Date of experience: October 2018,en,"You've seen photographs of this castle your entire life. you've heard it was the inspiration for the Disney Castles. Why not visit it up close and in person? It's breathtaking! so unfortunate that we happened to be there while construction was going on, but up keep is vital.
The bridge to view the castle was insanely packed. So fair warning. We were there on a Sunday however, so a week day may be less crowded.
It will always hold a special place in my heart because my boyfriend proposed to me here at night! What a memory to have and story to share! We will be back!",Level 6 Contributor,38 Helpful votes,0.8671159744,"boyfriend, heart, photographs, entire life, special place, inspiration, Disney Castles, week day, person, story, fair warning, memory, night, bridge, construction"
